epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,1271.57,0.99208,0.53226,0.99668,0.73144,0.76881,0.76006,0.45845,1.32874,0.72673,1.11062,0.0004456,0.0004456,0.0004456
114,1282.59,1.01067,0.54573,0.99653,0.72014,0.72924,0.72819,0.44445,1.30994,0.7272,1.10423,0.00044065,0.00044065,0.00044065
115,1293.35,0.9915,0.52253,0.99766,0.75737,0.7319,0.76412,0.46125,1.28977,0.71359,1.09627,0.0004357,0.0004357,0.0004357
116,1305.78,0.99812,0.54147,0.98964,0.69339,0.76973,0.75203,0.46213,1.24268,0.68517,1.07714,0.00043075,0.00043075,0.00043075
117,1316.74,0.99244,0.53318,0.99449,0.69949,0.76434,0.75443,0.46644,1.24252,0.688,1.07718,0.0004258,0.0004258,0.0004258
118,1327.49,0.9931,0.52366,0.99011,0.74569,0.76427,0.76946,0.47843,1.25694,0.68058,1.08437,0.00042085,0.00042085,0.00042085
119,1339.61,0.95681,0.50439,0.98375,0.72919,0.73219,0.75328,0.4774,1.23026,0.69369,1.07314,0.0004159,0.0004159,0.0004159
120,1350.69,0.96981,0.51472,0.97968,0.74374,0.73157,0.73923,0.46758,1.23943,0.68179,1.07829,0.00041095,0.00041095,0.00041095
121,1361.74,0.96354,0.5112,0.97958,0.75015,0.72568,0.76218,0.46971,1.2341,0.67685,1.0744,0.000406,0.000406,0.000406
122,1372.61,0.96844,0.51365,0.98629,0.72676,0.7909,0.75867,0.47126,1.25345,0.67964,1.07508,0.00040105,0.00040105,0.00040105
123,1383.29,0.9678,0.52562,0.98595,0.73345,0.74785,0.74153,0.4565,1.26856,0.7089,1.08701,0.0003961,0.0003961,0.0003961
124,1394.22,0.97541,0.51919,0.98634,0.72422,0.73244,0.73349,0.4503,1.24689,0.67618,1.08489,0.00039115,0.00039115,0.00039115
125,1405.44,0.95789,0.49879,0.98254,0.65481,0.74454,0.73343,0.45556,1.2453,0.7144,1.08642,0.0003862,0.0003862,0.0003862
126,1416.66,0.95371,0.50659,0.97886,0.75184,0.74001,0.77373,0.48039,1.25964,0.72738,1.07469,0.00038125,0.00038125,0.00038125
127,1428.53,0.95485,0.50099,0.98436,0.72564,0.75758,0.76496,0.47736,1.24895,0.69718,1.07265,0.0003763,0.0003763,0.0003763
128,1439.26,0.94289,0.51976,0.97377,0.72897,0.78327,0.76485,0.48859,1.2218,0.67628,1.07262,0.00037135,0.00037135,0.00037135
129,1452.34,0.95132,0.50863,0.97941,0.71813,0.79017,0.76957,0.48228,1.22527,0.67673,1.06878,0.0003664,0.0003664,0.0003664
130,1463.18,0.95878,0.50815,0.9795,0.74232,0.79923,0.77995,0.4917,1.26128,0.71037,1.08683,0.00036145,0.00036145,0.00036145
131,1474.85,0.97018,0.52048,0.98512,0.73206,0.79468,0.75608,0.48294,1.25106,0.69457,1.08554,0.0003565,0.0003565,0.0003565
132,1485.35,0.96243,0.49666,0.97945,0.69917,0.75874,0.75248,0.477,1.26878,0.69161,1.09198,0.00035155,0.00035155,0.00035155
133,1496.29,0.93355,0.49461,0.96413,0.69191,0.79506,0.75058,0.47711,1.24326,0.68103,1.08172,0.0003466,0.0003466,0.0003466
134,1507.69,0.92732,0.48619,0.96871,0.70588,0.76412,0.73577,0.46357,1.25553,0.69178,1.09677,0.00034165,0.00034165,0.00034165
135,1518.48,0.93408,0.49621,0.97113,0.69495,0.78397,0.75999,0.47773,1.23748,0.70381,1.08515,0.0003367,0.0003367,0.0003367
136,1529.47,0.92953,0.48196,0.96392,0.73869,0.73674,0.75791,0.47396,1.2315,0.69529,1.08875,0.00033175,0.00033175,0.00033175
137,1540.51,0.91917,0.48074,0.96277,0.77082,0.70098,0.73857,0.46388,1.23092,0.70978,1.08507,0.0003268,0.0003268,0.0003268
138,1551.28,0.90469,0.4822,0.96221,0.68919,0.787,0.73367,0.45916,1.23356,0.68229,1.08823,0.00032185,0.00032185,0.00032185
139,1562.39,0.90823,0.47458,0.96081,0.78737,0.7324,0.76257,0.48167,1.24305,0.70684,1.08603,0.0003169,0.0003169,0.0003169
140,1573.0,0.90667,0.4684,0.96273,0.74885,0.73121,0.74449,0.47237,1.21633,0.69482,1.07788,0.00031195,0.00031195,0.00031195
141,1583.81,0.90544,0.48025,0.9567,0.72486,0.75057,0.75184,0.4766,1.22298,0.7085,1.08106,0.000307,0.000307,0.000307
142,1594.83,0.89041,0.46844,0.95089,0.71689,0.76612,0.76155,0.47685,1.21557,0.69815,1.076,0.00030205,0.00030205,0.00030205
143,1605.83,0.89147,0.46916,0.95623,0.73338,0.74105,0.75292,0.47094,1.21286,0.70238,1.07198,0.0002971,0.0002971,0.0002971
144,1617.15,0.89307,0.47175,0.95999,0.73426,0.74908,0.75416,0.47117,1.2297,0.69833,1.08111,0.00029215,0.00029215,0.00029215
145,1628.04,0.89348,0.47572,0.9572,0.73759,0.73053,0.74214,0.46353,1.24704,0.69736,1.08525,0.0002872,0.0002872,0.0002872
146,1639.01,0.89445,0.47145,0.95664,0.72361,0.77127,0.76188,0.47629,1.22449,0.66381,1.07716,0.00028225,0.00028225,0.00028225
147,1650.21,0.89103,0.46466,0.95797,0.75992,0.74988,0.76155,0.48297,1.21762,0.67286,1.08345,0.0002773,0.0002773,0.0002773
148,1661.28,0.89493,0.47612,0.95468,0.78237,0.73263,0.77448,0.49388,1.21373,0.67182,1.08201,0.00027235,0.00027235,0.00027235
149,1674.61,0.89597,0.48711,0.96342,0.78714,0.72815,0.7694,0.49588,1.21417,0.69398,1.08293,0.0002674,0.0002674,0.0002674
150,1686.92,0.88709,0.47415,0.95338,0.795,0.74056,0.7822,0.49661,1.20355,0.67055,1.07233,0.00026245,0.00026245,0.00026245
151,1699.24,0.88135,0.46047,0.95137,0.77465,0.74031,0.78153,0.50269,1.20337,0.68083,1.07861,0.0002575,0.0002575,0.0002575
152,1711.4,0.87357,0.4618,0.95143,0.72902,0.76391,0.76532,0.48672,1.20707,0.66848,1.0761,0.00025255,0.00025255,0.00025255
153,1723.2,0.86779,0.45475,0.94458,0.799,0.72293,0.76789,0.49503,1.21712,0.68004,1.08655,0.0002476,0.0002476,0.0002476
154,1734.2,0.86839,0.46057,0.9444,0.77055,0.70609,0.74924,0.47107,1.21826,0.68512,1.08945,0.00024265,0.00024265,0.00024265
155,1744.66,0.88595,0.4686,0.95073,0.75339,0.73493,0.76961,0.48948,1.20119,0.67164,1.07804,0.0002377,0.0002377,0.0002377
156,1755.48,0.86019,0.44285,0.9406,0.7612,0.7376,0.77267,0.49153,1.20137,0.66289,1.07131,0.00023275,0.00023275,0.00023275
157,1766.53,0.86568,0.45464,0.94581,0.74724,0.74864,0.77259,0.48813,1.25112,0.66918,1.091,0.0002278,0.0002278,0.0002278
158,1777.5,0.85194,0.44912,0.94285,0.77269,0.72128,0.76698,0.48745,1.21891,0.69655,1.09057,0.00022285,0.00022285,0.00022285
159,1788.76,0.86089,0.44391,0.94524,0.78427,0.72596,0.75052,0.48152,1.21204,0.69176,1.08959,0.0002179,0.0002179,0.0002179
160,1799.83,0.86318,0.46449,0.94773,0.71519,0.77154,0.74131,0.47042,1.21742,0.6965,1.08658,0.00021295,0.00021295,0.00021295
161,1810.55,0.8564,0.45496,0.94093,0.69966,0.78848,0.76505,0.48743,1.22743,0.68476,1.08887,0.000208,0.000208,0.000208
162,1821.04,0.83953,0.43196,0.93674,0.72114,0.76807,0.77444,0.4939,1.22288,0.66068,1.09442,0.00020305,0.00020305,0.00020305
163,1831.8,0.8546,0.4453,0.94367,0.78511,0.7251,0.768,0.49659,1.21507,0.6545,1.09283,0.0001981,0.0001981,0.0001981
164,1843.03,0.8312,0.4314,0.9304,0.72149,0.74813,0.76241,0.48814,1.20478,0.65247,1.08764,0.00019315,0.00019315,0.00019315
165,1854.56,0.83888,0.44255,0.93809,0.73614,0.75148,0.76559,0.49192,1.21251,0.6775,1.09237,0.0001882,0.0001882,0.0001882
